Positive	Negative	Text
1	-1	"#Naples. First responses to the #Monti government http://t.co/n4PDcYJo #EatTheRich"
1	-1	"Casini: The Monti government must do what parties have not done http://t.co/RWc5oNi9"
2	-2	"the #pd is satisfied with the #government #monti maneuver I wonder if they will ever begin to feel ashamed."
1	-1	"@GBA_mediamondo: The frame of the #Monti government and the legacy of Berlusconi http://t.co/RPzrySYM Nice piece to discuss too, but lucid."
1	-1	"Reform of professional orders, the Monti government accelerates http://t.co/qRcYLveS"
2	-2	"The CGIL must proclaim a general strike. The maneuver of the Monti government is unacceptable, the weakest always pay. Enough! 1"
1	-1	"From 11 a direct line with listeners on the #manoe of the #Monti government. Listen on http://t.co/jFFlgr5q * tel 06491750"
1	-1	"The Monti government's maneuver will cost 635 euros to each family http://t.co/xF50ZrXW"
1	-1	"The judgment of the Italians on the Monti government maneuver http://t.co/zqqOVuRf Here's what the Italians think about the new Monti maneuver"
1	-1	"After the government's maneuver #Monti to us # YOUNG PEOPLE #NonRestaAltroChePiangere ... # sapevatelo"
1	-3	"opinion / Monti Government: what a disappointment!: by Ezio Pelino Sulmona, December 6 - Mr. Director, what a disappointment ... http://t.co/JtyxodxG"
1	-2	"STRONG WITH THE WEAK WEAK WITH THE FORT. No to the maneuver of the Monti government, yes to a real asset. http://t.co/OocNUI4M"
1	-1	"Ucina Confindustria Nautica: Considerations on the Measures Illustrated Yesterday by the Monti Government: http://t.co/sQGQpoCD"
1	-2	"The teachers accuse: ""From the Monti government other indiscriminate cuts to the University"" http://t.co/oXqqvdO6 via @fattoquotidiano"
2	-2	"#Scilipoti is demonstrating in front of the House against the limit on the use of cash decided by the Monti government. It's not a joke. I swear"
1	-1	"#lapo goes around in a Jeep and should the #government #monti use #fiat?"
1	-1	"Marco Galluzzo sul Corriere identifies the different areas in which Mario Monti intends to operate in Europe. http://t.co/GnJAKdrE"
1	-2	"the Monti government puts taxes on your mother, your sister, the dog, the cat, the mouse, the elephant, no one is missing .. # salviamo_i_leocorni"
1	-3	"Porta a Porta is the living room of the Servant of Berluscoglione, Professor Monti, let's avoid falling even lower, Let us lose!"
1	-1	"MANEUVER, HERE IS THE FULL TEXT OF THE REFORM PACKAGE LAUNCHED BY THE MONTI GOVERNMENT http://t.co/DXOLAsvA"
1	-2	"Why has the #Monti government set itself the problem of pensions and not that of the very charitable Catholic Church?"
2	-1	"Among the decisions of the Monti government, an increase in petrol by 10cent and diesel by 12cent from January. Are you happy ITALIOTI?"
1	-1	"@manuelacocco: Professor Monti, do you allow two words? http://t.co/ogNctZA4"
1	-1	"At this time the Budget Committees of the Chamber and Senate gathered to illustrate the cohesion policies of the #monti Government"
3	-3	"I will be naive but I have a lot of faith in the #monti government and above all in us Italians and I am convinced that we will succeed #crisis"
1	-2	"I would support the #Monti government even if it made me lose votes. By dint of wanting only to win votes, we lose the country."
2	-2	"Monti and the 'save Italy' maneuver: The new Monti government has finally exposed, after days of waiting and inc ... http://t.co/viOqjmq7"
2	-1	"Here is the whole project of the Monti government! | http://t.co/DMdRjYBF"
1	-1	"La Loggia: the Government comes to Bicameralism #federalism #government #monti http://t.co/CGqUTYcU"
1	-1	"I am at the board of the #Pdl group, where we are taking stock of the #management of the #Government #Monti #opencamera"
1	-1	"Energy and Environment: GOVERNMENT MONTI: MINISTER CLINI SAYS YES TO INCENTIVES http://t.co/wra9WAUA"
1	-5	"The infamy about the Monti government's pensions and those unbearable tears of Elsa Fornero http://t.co/qW2z2fVw"
1	-1	"Pietro Ichino | MY VOTES ON THE MANEUVER OF THE MONTI GOVERNMENT http://t.co/dxnuWyab"
1	-2	"Rome, the ""Rebel Dragons"" protest against the Monti government: #raghi rebels #governo monti #montecitorio ROME –... http://t.co/D3winI6n"
2	-1	"Notice to the sailors of the PDL and the PD: the Monti government is their raft. They are castaways it is good that they remember it."
1	-2	"We interrupt the broadcasts to inform you that Mario #Monti needs a further sacrifice from the Italians http://t.co/r2eOM5Vi"
3	-1	"Abandon all hope ... But what does the Divine Comedy and Benigni have to do with President Mario Monti? http://t.co/ZrV063UX"
1	-1	"#Rome, presidents of the provinces ask #Napolitano to modify the Salva Italia decree of the #Monti government http://t.co/jqa9qDrN"
2	-2	"between the folds of the #management of the #government #monti there is a nice sting on petrol. From now on at least 10 cents are calculated."
1	-2	"In Ancona a social mobilization against the Monti government http://t.co/ARuKn6Xm"
1	-3	"Monti government: there is a crisis, but not to make war http://t.co/EarcAMay"
2	-2	"Here are all the privileges of the Caste that the premier has not cut mario monti, caste, waste, cam http://t.co/cC66qcHC"
1	-1	"What about the Monti government? http://t.co/KqdF1Q7n"
2	-3	"There will only be one left! No .... it is not Highlander's phrase but Mario Monti's when thinking of retirees!"
1	-1	"PROFESSOR MONTI HERE'S OUR COUNTERWAY http://t.co/RaNYvtUd"
1	-2	"THE MONTI GOVERNMENT HAS INCREASED EXCISE DUTIES, a tax on fuels that was introduced by Benito Mussolini .... http://t.co/xehVVTgC"
3	-1	"I have a lot of respect for the Monti government, which is why I expect it to take care of all Italians, not just the richest. #there"
1	-2	"Abolition of Provinces: Abruzzo ready to challenge the Monti Government Decree before the Constitutional Court http://t.co/Ri99276w"
1	-1	"BERTONE: SACRIFICES PART OF LIFE. Commenting on the financial maneuver of the Monti government, the Vatican Secretary of State said:"
1	-2	"Stealing from the 'poor' to give to the rich banks is the Monti government"
1	-2	"however Mario Monti is serious."
2	-1	"Mario Monti guest door to door! Prrrrrr"
3	-4	"If you go on like this, in 3 months the petrol will certainly cost 2 € / Liter. Beautiful #manovra, huh? Mario #Monti EPIC FAIL!"
1	-1	"Amendment to the #manovra: the members of the #Monti government will pay 1000 euros for each instrumental use of the lemma equity. #here, santinumi"
1	-2	"Monti: 'Without maneuver, risk of an insolvent state': Prime Minister Mario Monti from Vespa: 'It is premature to say whether we will ... http://t.co/vJ82fwx7"
1	-2	"# Ballarò Maroni reproaches the monti government for making cash, I wonder where it was when they made cash and burglary with four maneuvers"
1	-1	"You will soon be able to review Mario Monti's speech on our website and continue with your recommendations."
3	-1	"what a nice Gelmini! The #Monti government continues what the Berlusconi government had started in the previous 3 years! But indeed!"
1	-1	"Superbollo Government Monti, here's what changes http://t.co/TCm8KQ4X"
1	-2	"# ballaró the Monti government made cash and could only do it on the mass, retirees ..."
1	-2	"Maybe I'm wrong, but if the CGIL says that this maneuver 'kills pensioners', my opinion is that Mario Monti is doing it very well <3"
1	-1	"No minister of the #Monti government wants us (can) tell how much the #movement is conditioned by the parliamentary majority? #Ballaro"
2	-3	"is it little? yes! but what the Monti government has done on the fight against tax evasion is more than what Berlusconi has done in 17 years # ballarò"
4	-2	"But #maroni complaining that the #monti government did not make the cuts, where was it until the other day? Great Floris! # I will dance"
2	-1	"I don't agree with many of the Monti government's choices but I like the #Fornero and after the joke to Maroni even more ... # ballarò"
1	-1	"The Monti government has increased the ICI for pensioners with first homes by 60% and for banks and insurance companies by 20%. They are fair maneuvers ... ^ fb"
2	-2	"Programs like # Ballaró ruin the image and reputation. I repeat, the #Monti government stays out, and leaves the controversy to the parties"
1	-1	"#boycot the government mountains"
1	-1	"@BocioDeBocis: government ministers #monti keep out of talk shows #ballaro #pauradelleverita"
1	-2	"70% of Italians are against the maneuver (source Ipsos). The Pd-Pdl parliamentary majority and the Monti government are a minority in the country"
2	-2	"Maybe I'm not entitled to say it .... But Professor #monti has disappointed me is certainly capable but she lacked the courage to make real choices ...."
1	-3	"I AM AGAINST THE MONTI-NAPOLITAN GOVERNMENT .... IT HAS NOT TOUCHED THE CASTA .... THE CGIL CISL UIL UGL, OWNERS ... http://t.co/w0wrDKR5"
1	-1	"@Daniele_Manca: It will not be easy for the ministers of the Monti government to explain a maneuver made to pay salaries, because this is what it is about"
1	-1	"Measures of inequity to be corrected in the maneuver of the Monti government"
3	-1	"Small positive things from the Monti government. http://t.co/IhBdZdFe"
2	-1	"THE ONLY WITHDRAWAL THAT THE MONTI GOVERNMENT IS MISSING IS THAT OF BLOOD!"
2	-1	"Mario Monti at Porta a Porta | The video of last night's interview: ""Vespa, I'm not here to please you"" http://t.co/6Zttq2wC"
1	-5	"Too much Berlusconi in the debut of the Monti government. And Italy, by dint of suffering ""tears and blood"", is governing ... http://t.co/9Qfg6RsM"
1	-1	"The Monti government's maneuver What do you think? http://t.co/z19FCyPr LaNazione Pontedera"
1	-1	"Maneuver: Monti wand Vespa and asks for sacrifices from the Italians: Mario Monti, at Porta a Porta by Bruno Vespa ... http://t.co/iSBbYbzK"
2	-1	"It seems that the Monti government, in its sobriety and calmness, will send everyone a gift voucher for the purchase of a pack of Luan cream"
1	-2	"Camusso: ""Get changes on the most problematic things for workers and retirees. Professor #Monti must change his mind""."
2	-1	"Maneuver How do you judge the Monti government's save-Italy maneuver? LASTAMPA.it http://t.co/hN72rN5Z"
4	-1	"never had sympathy for #Vespa, but last night I enjoyed Porta a Porta! Another miracle of #Government #Monti?"
2	-1	"Mario Monti has reserved yet another surprise in favor of credit institutions (between traceability of ... http://t.co/UeA0OHCx"
1	-3	"Nautical alarm: \\ Inequitable and wrong parking fee \\: Open letter to Mario Monti di G ... http://t.co/uQI1tReG"
1	-1	"#Piazzapulita The #spread is again below 360. Does the #Monti government convince the markets? What do you think about it?"
3	-1	"@ PiazzapulitaLA7 It will be hard for everyone with the new #Monti government, we hope it will serve"
3	-1	"Toh, the #Monti government likes it more than last week. What happened? Did Bilderberg rig the polls? http://t.co/oVihZWwP"
3	-1	"The Monti government likes it more than last week http://t.co/HbAwotXE"
3	-1	"@AntonellaCik You'd be fine in the Monti government, then :)"
3	-1	"Despite #benzina, the Monti government likes it more than last week http://t.co/oVihZWwP"
1	-2	"Air of provocation Annamaria #Cancellieri http://t.co/Sj7DMvht #Government #Monti #EatTheRich"
4	-1	"The ministers of the Monti government are politicians of great technical and moral depth! I'm confident!"
2	-5	"What worries me most is the return to the previous confusion! I refer to the party power prior to the Monti government!"
2	-3	"The drama is the return to the previous confusion! I am referring to the party dictatorship that preceded the Monti government!"
2	-1	"I AM PROUD TO BE ITALIAN AND EVEN MORE TODAY THAT MARIO MONTI EXISTS AS PRESIDENT"
1	-5	"Mario #Monti has a record: he managed to be hated in a few days at least as much as his predecessor!"
4	-2	"Zagaria arrested after less than 20 days of Monti government. Is it a great success for him or for the judiciary / law enforcement agencies?"
1	-1	"MARIO MONTI AND CHINA, WHAT TO DO?"
2	-1	"the Monti government must absolutely make Rai and Mediaset pay for digital frequencies: they are worth 16 billion, half of the maneuver!"
